PROJECT	DDE_NUM	DDE_TYPE	DATE_CREATION	DATE_EN_AFFINAGE	DELAI	DDE_STATUT	DATE_CREATION	DATE_LAST_UPDATE
WEB	WEB-250	Bogue	2016-11-09 15:07:30	2016-11-09 15:08:06	0	Testé	2016-11-09 15:07:30	2016-12-01 09:25:29
EXTR	EXTR-752	Bogue	2016-11-09 15:42:53	2016-11-09 15:44:34	0	Fermé	2016-11-09 15:42:53	2016-11-15 14:05:12
BEA	BEA-1203	Sous-tâche	2016-11-09 15:44:26	NULL	NULL	Fait	2016-11-09 15:44:26	2016-11-09 15:45:03
BEA	BEA-1204	Sous-tâche	2016-11-09 15:44:36	NULL	NULL	À faire	2016-11-09 15:44:36	2016-11-09 15:46:17
BEA	BEA-1205	Bogue	2016-11-09 15:55:25	2016-11-09 16:49:37	0	Fermé	2016-11-09 15:55:25	2016-11-15 14:05:10
EXTR	EXTR-753	Bogue	2016-11-10 10:38:02	2016-11-10 12:00:50	0	Testé	2016-11-10 10:38:02	2017-02-10 13:39:21
BI	BI-126	Story	2016-11-10 16:47:17	2016-11-10 16:48:07	0	Fermé	2016-11-10 16:47:17	2016-12-05 11:03:04
EXTR	EXTR-754	Bogue	2016-11-10 16:54:51	2016-11-10 17:24:08	0	Testé	2016-11-10 16:54:51	2017-02-10 13:39:22
BI	BI-127	Story	2016-11-10 16:57:36	2016-11-10 16:58:01	0	Fermé	2016-11-10 16:57:36	2016-11-30 13:57:55
BI	BI-128	Story	2016-11-10 17:02:45	2016-11-10 17:03:11	0	Prêt	2016-11-10 17:02:45	2017-02-20 15:44:35
EXTR	EXTR-755	Bogue	2016-11-10 18:04:19	2016-11-14 09:37:36	4	Fermé	2016-11-10 18:04:19	2016-12-01 17:14:48
EXTR	EXTR-756	Bogue	2016-11-14 09:17:46	2016-11-14 13:06:05	0	Testé	2016-11-14 09:17:46	2017-02-10 13:39:21
BDL	BDL-1	Tâche	2016-11-14 09:52:18	NULL	NULL	À faire	2016-11-14 09:52:18	2017-01-12 09:14:03
EXTR	EXTR-757	Bogue	2016-11-14 10:55:33	2016-11-14 10:56:23	0	En Affinage	2016-11-14 10:55:33	2016-11-14 10:56:23
BEA	BEA-1207	Bogue	2016-11-14 11:12:50	2016-11-14 11:13:01	0	Fermé	2016-11-14 11:12:50	2016-12-15 09:17:52
BEA	BEA-1208	Story	2016-11-14 11:36:15	2016-11-14 11:36:26	0	Fermé	2016-11-14 11:36:15	2017-01-16 16:40:29
BEA	BEA-1209	Story	2016-11-14 11:37:12	2016-11-14 11:37:16	0	Fermé	2016-11-14 11:37:12	2016-12-16 10:32:40
BEA	BEA-1210	Story	2016-11-14 11:39:47	2016-11-14 11:39:51	0	Réalisé	2016-11-14 11:39:47	2017-02-24 15:34:11
EXTR	EXTR-758	Story	2016-11-14 16:31:11	2016-12-07 14:54:24	23	En Affinage	2016-11-14 16:31:11	2017-01-23 14:31:01
LABS	LABS-24	Tâche	2016-11-14 18:45:38	NULL	NULL	Fait	2016-11-14 18:45:38	2016-12-20 15:31:30
ST	ST-16	Epic	2016-11-15 10:22:43	NULL	NULL	Fait	2016-11-15 10:22:43	2017-01-10 10:17:15
LABS	LABS-25	Tâche	2016-11-15 10:51:33	NULL	NULL	Fait	2016-11-15 10:51:33	2017-01-12 09:10:28
EXTR	EXTR-759	Bogue	2016-11-15 11:14:30	NULL	NULL	Nouveau	2016-11-15 11:14:30	2016-11-15 11:32:49
EXTR	EXTR-760	Bogue	2016-11-15 11:35:15	2017-01-25 10:37:40	71	Testé	2016-11-15 11:35:15	2017-02-10 13:39:22
EXTR	EXTR-761	Bogue	2016-11-15 11:57:18	2016-11-23 16:32:06	8	Testé	2016-11-15 11:57:18	2016-12-08 07:56:14
BDL	BDL-10	Tâche	2016-11-15 11:57:41	NULL	NULL	En cours	2016-11-15 11:57:41	2017-02-28 12:36:14
BOA	BOA-1334	Bogue	2016-11-15 13:56:33	NULL	NULL	Fermé	2016-11-15 13:56:33	2016-12-06 15:19:59
JIRA	JIRA-1	Epic	2016-11-15 15:18:27	NULL	NULL	À faire	2016-11-15 15:18:27	2016-11-18 16:32:16
BDL	BDL-11	Sous-tâche	2016-11-15 16:09:07	NULL	NULL	À faire	2016-11-15 16:09:07	2016-11-15 16:09:07
BDL	BDL-12	Tâche	2016-11-15 16:15:50	NULL	NULL	En cours	2016-11-15 16:15:50	2016-12-14 10:23:55
IOT	IOT-2	Tâche	2016-11-15 16:18:16	NULL	NULL	Fait	2016-11-15 16:18:16	2016-12-20 14:54:04
IOT	IOT-3	Tâche	2016-11-15 16:19:16	NULL	NULL	Fait	2016-11-15 16:19:16	2017-02-06 14:14:51
IOT	IOT-4	Tâche	2016-11-15 16:31:07	NULL	NULL	À faire	2016-11-15 16:31:07	2017-02-02 10:57:16
BEA	BEA-1211	Story	2016-11-15 17:31:30	2016-11-15 17:31:36	0	Fermé	2016-11-15 17:31:30	2016-12-14 15:28:47
BEA	BEA-1212	Bogue	2016-11-15 17:34:29	2016-11-16 13:33:09	1	Fermé	2016-11-15 17:34:29	2016-11-25 10:18:39
BEA	BEA-1213	Bogue	2016-11-15 17:44:54	2016-11-16 13:33:45	1	Fermé	2016-11-15 17:44:54	2016-11-23 10:22:33
EXTR	EXTR-762	Bogue	2016-11-16 10:30:02	2016-11-16 11:15:09	0	Vérifié	2016-11-16 10:30:02	2017-02-22 14:10:05
BOA	BOA-1335	Bogue	2016-11-16 12:01:30	2016-11-17 08:49:35	1	Fermé	2016-11-16 12:01:30	2016-12-30 15:40:13
EXTR	EXTR-763	Bogue	2016-11-16 13:48:24	2016-11-18 08:36:23	2	Vérifié	2016-11-16 13:48:24	2017-02-15 14:23:48
EXTR	EXTR-764	Bogue	2016-11-16 15:00:32	NULL	NULL	Nouveau	2016-11-16 15:00:32	2016-11-16 15:00:32
EXTR	EXTR-765	Bogue	2016-11-16 15:09:56	NULL	NULL	Nouveau	2016-11-16 15:09:56	2016-11-16 15:09:56
EXTR	EXTR-766	Bogue	2016-11-16 15:35:31	2016-11-16 15:50:30	0	Testé	2016-11-16 15:35:31	2017-02-10 13:39:21
EXTR	EXTR-767	Bogue	2016-11-16 15:47:16	2016-11-16 15:50:05	0	Fermé	2016-11-16 15:47:16	2016-12-06 11:44:33
EXTR	EXTR-768	Bogue	2016-11-16 15:56:00	2016-11-16 15:57:15	0	Testé	2016-11-16 15:56:00	2017-02-10 13:39:21
EXTR	EXTR-769	Bogue	2016-11-16 17:00:21	2016-12-07 10:09:15	21	En Affinage	2016-11-16 17:00:21	2017-02-15 08:58:07
BEA	BEA-1214	Bogue	2016-11-17 09:57:51	NULL	NULL	Fermé	2016-11-17 09:57:51	2016-11-22 10:57:33
EXTR	EXTR-770	Story	2016-11-17 11:15:30	2016-11-17 11:15:42	0	Fermé	2016-11-17 11:15:30	2017-02-22 16:19:41
BEA	BEA-1215	Bogue	2016-11-17 12:07:33	NULL	NULL	Fermé	2016-11-17 12:07:33	2016-12-14 15:29:22
BDL	BDL-13	Sous-tâche	2016-11-17 14:13:31	NULL	NULL	Fait	2016-11-17 14:13:31	2017-01-12 09:10:50
EXTR	EXTR-771	Bogue	2016-11-18 14:31:34	NULL	NULL	Nouveau	2016-11-18 14:31:34	2016-11-18 15:51:29
JIRA	JIRA-2	Tâche	2016-11-18 16:32:16	NULL	NULL	À faire	2016-11-18 16:32:16	2016-11-18 17:00:25
EXTR	EXTR-772	Story	2016-11-18 16:39:15	NULL	NULL	Nouveau	2016-11-18 16:39:15	2017-02-14 11:45:26
JIRA	JIRA-3	Story	2016-11-18 17:04:43	NULL	NULL	À faire	2016-11-18 17:04:43	2016-11-18 17:04:43
JIRA	JIRA-4	Tâche	2016-11-18 17:05:32	NULL	NULL	À faire	2016-11-18 17:05:32	2016-11-18 17:05:32
JIRA	JIRA-5	Epic	2016-11-18 17:06:05	NULL	NULL	À faire	2016-11-18 17:06:05	2016-11-18 17:06:05
JIRA	JIRA-6	Epic	2016-11-18 17:06:30	NULL	NULL	À faire	2016-11-18 17:06:30	2016-11-18 17:06:30
JIRA	JIRA-7	Story	2016-11-18 17:06:46	NULL	NULL	À faire	2016-11-18 17:06:46	2016-11-18 17:06:46
BEA	BEA-1216	Bogue	2016-11-21 13:38:44	2016-11-21 13:39:54	0	Fermé	2016-11-21 13:38:44	2017-01-17 10:37:48
SYR	SYR-75	Story	2016-11-21 15:12:18	2016-11-21 15:12:46	0	Fermé	2016-11-21 15:12:18	2016-11-23 11:22:10
EXTR	EXTR-773	Bogue	2016-11-22 09:46:28	2016-11-22 10:10:09	0	Testé	2016-11-22 09:46:28	2017-01-12 12:23:25
BOA	BOA-1336	Bogue	2016-11-22 10:01:52	2016-11-22 10:08:49	0	Testé	2016-11-22 10:01:52	2017-02-10 13:38:03
EXTR	EXTR-774	Bogue	2016-11-22 10:17:52	2016-11-22 11:12:39	0	En Affinage	2016-11-22 10:17:52	2016-11-24 16:33:58
WEB	WEB-251	Story	2016-11-22 12:05:16	2016-11-22 12:05:26	0	Publié	2016-11-22 12:05:16	2016-11-22 12:17:46
LABS	LABS-27	Tâche	2016-11-22 14:10:42	NULL	NULL	Fait	2016-11-22 14:10:42	2016-12-06 10:56:59
LABS	LABS-28	Sous-tâche	2016-11-22 14:12:51	NULL	NULL	À faire	2016-11-22 14:12:51	2016-11-22 14:12:51
LABS	LABS-29	Sous-tâche	2016-11-22 14:14:33	NULL	NULL	À faire	2016-11-22 14:14:33	2016-11-22 14:14:33
BDL	BDL-14	Sous-tâche	2016-11-22 14:42:24	NULL	NULL	En cours	2016-11-22 14:42:24	2016-12-14 10:37:51
EXTR	EXTR-775	Bogue	2016-11-22 15:28:29	2016-11-25 12:11:54	3	Testé	2016-11-22 15:28:29	2016-12-21 14:38:43
EXTR	EXTR-776	Bogue	2016-11-22 15:50:02	2016-11-25 12:04:23	3	Testé	2016-11-22 15:50:02	2017-02-10 13:39:21
EXTR	EXTR-777	Story	2016-11-22 16:33:59	NULL	NULL	Nouveau	2016-11-22 16:33:59	2016-11-22 16:33:59
EXTR	EXTR-778	Story	2016-11-22 16:35:01	NULL	NULL	Nouveau	2016-11-22 16:35:01	2016-11-22 16:35:01
EXTR	EXTR-779	Bogue	2016-11-23 10:48:00	2016-11-23 11:16:45	0	En Affinage	2016-11-23 10:48:00	2016-11-25 12:16:06
EXTR	EXTR-780	Bogue	2016-11-23 16:25:23	2016-11-23 16:28:42	0	Testé	2016-11-23 16:25:23	2017-02-10 13:39:21
EXTR	EXTR-781	Bogue	2016-11-23 17:13:39	2016-11-25 12:06:28	2	En Affinage	2016-11-23 17:13:39	2016-12-14 10:47:48
EXTR	EXTR-782	Bogue	2016-11-23 17:40:23	2016-11-25 16:37:25	2	En Affinage	2016-11-23 17:40:23	2016-12-01 12:00:42
BI	BI-129	Story	2016-11-23 17:41:54	2016-11-23 18:29:27	0	Réalisé	2016-11-23 17:41:54	2017-02-28 17:42:54
BEA	BEA-1217	Story	2016-11-24 09:53:40	2016-11-24 09:53:46	0	Vérifié	2016-11-24 09:53:40	2017-02-27 10:19:36
EXTR	EXTR-783	Bogue	2016-11-24 10:02:53	NULL	NULL	Nouveau	2016-11-24 10:02:53	2016-11-28 16:06:09
EXTR	EXTR-784	Bogue	2016-11-25 09:22:35	2016-11-25 09:23:33	0	Testé	2016-11-25 09:22:35	2017-01-12 11:27:39
EXTR	EXTR-785	Bogue	2016-11-25 10:05:26	2016-11-25 10:06:15	0	Testé	2016-11-25 10:05:26	2017-01-12 15:32:12
EXTR	EXTR-786	Bogue	2016-11-25 10:26:27	2016-12-01 16:38:25	6	Fermé	2016-11-25 10:26:27	2016-12-16 11:38:19
EXTR	EXTR-787	Bogue	2016-11-25 10:49:53	2016-11-25 10:51:03	0	Testé	2016-11-25 10:49:53	2017-01-25 09:26:45
EXTR	EXTR-788	Bogue	2016-11-25 11:09:56	2016-11-25 11:10:04	0	Testé	2016-11-25 11:09:56	2017-02-15 15:28:34
BOA	BOA-1337	Bogue	2016-11-25 11:28:41	2016-12-01 17:33:18	6	Testé	2016-11-25 11:28:41	2017-02-10 13:38:04
EXTR	EXTR-789	Bogue	2016-11-28 07:54:48	NULL	NULL	Nouveau	2016-11-28 07:54:48	2016-11-28 07:55:16
BOA	BOA-1338	Bogue	2016-11-28 15:03:24	NULL	NULL	Fermé	2016-11-28 15:03:24	2016-12-06 15:12:46
BOA	BOA-1339	Bogue	2016-11-28 15:54:04	NULL	NULL	Fermé	2016-11-28 15:54:04	2016-11-28 15:55:53
BOA	BOA-1340	Story	2016-11-29 10:50:57	2016-11-29 10:51:16	0	Testé	2016-11-29 10:50:57	2017-02-10 13:38:03
EXTR	EXTR-790	Bogue	2016-11-29 13:41:16	2016-11-29 14:49:20	0	Testé	2016-11-29 13:41:16	2017-02-10 13:39:22
BEA	BEA-1219	Bogue	2016-11-29 16:59:28	2016-12-01 13:23:34	2	Fermé	2016-11-29 16:59:28	2017-01-20 09:13:45
EXTR	EXTR-791	Bogue	2016-11-30 12:00:54	NULL	NULL	Nouveau	2016-11-30 12:00:54	2016-11-30 12:00:54
EXTR	EXTR-792	Bogue	2016-11-30 14:41:06	2016-11-30 15:32:15	0	Fermé	2016-11-30 14:41:06	2017-02-09 13:40:38
EXTR	EXTR-793	Bogue	2016-11-30 15:43:11	NULL	NULL	Nouveau	2016-11-30 15:43:11	2016-11-30 15:43:11
EXTR	EXTR-794	Story	2016-11-30 15:53:11	2016-11-30 15:53:31	0	Vérifié	2016-11-30 15:53:11	2016-12-06 17:04:08
BOA	BOA-1341	Story	2016-11-30 17:32:10	2016-11-30 17:32:23	0	Nouveau	2016-11-30 17:32:10	2017-02-15 09:00:25
BEA	BEA-1220	Bogue	2016-12-01 11:14:02	2016-12-01 11:14:12	0	Fermé	2016-12-01 11:14:02	2017-01-17 10:37:48
EXTR	EXTR-795	Bogue	2016-12-01 16:56:03	2016-12-01 17:19:04	0	Fermé	2016-12-01 16:56:03	2017-01-25 14:07:42
EXTR	EXTR-796	Bogue	2016-12-01 17:28:19	2016-12-01 17:59:48	0	En Affinage	2016-12-01 17:28:19	2016-12-01 17:59:48
BOA	BOA-1342	Story	2016-12-01 18:14:31	2016-12-01 18:14:39	0	Prêt	2016-12-01 18:14:31	2017-02-23 15:49:44
BOA	BOA-1343	Bogue	2016-12-02 11:27:00	2016-12-02 11:30:57	0	Testé	2016-12-02 11:27:00	2016-12-22 13:49:30
EXTR	EXTR-797	Bogue	2016-12-05 11:38:00	2016-12-05 11:38:14	0	Fermé	2016-12-05 11:38:00	2016-12-07 12:41:36
EXTR	EXTR-798	Bogue	2016-12-05 11:40:31	2016-12-05 11:40:52	0	En Affinage	2016-12-05 11:40:31	2017-02-15 08:58:07
EXTR	EXTR-799	Bogue	2016-12-05 11:52:56	2016-12-05 11:54:53	0	En Affinage	2016-12-05 11:52:56	2017-02-15 08:58:07
SJ	SJ-5	Story	2016-12-05 14:51:54	2017-02-09 16:06:21	66	En cours	2016-12-05 14:51:54	2017-02-09 16:07:27
BEA	BEA-1221	Story	2016-12-05 15:47:27	2016-12-05 16:05:06	0	Fermé	2016-12-05 15:47:27	2017-01-05 10:33:55
BEA	BEA-1222	Story	2016-12-05 15:48:48	2016-12-05 16:06:21	0	Fermé	2016-12-05 15:48:48	2016-12-22 11:03:46
BOA	BOA-1349	Bogue	2016-12-06 09:37:49	2016-12-06 09:49:05	0	Testé	2016-12-06 09:37:49	2016-12-22 10:08:34
BI	BI-130	Story	2016-12-06 10:35:20	2016-12-06 10:35:36	0	Prêt	2016-12-06 10:35:20	2017-02-23 13:46:57
LABS	LABS-30	Tâche	2016-12-06 10:43:28	NULL	NULL	À faire	2016-12-06 10:43:28	2016-12-06 10:43:28
LABS	LABS-31	Tâche	2016-12-06 10:54:36	NULL	NULL	En cours	2016-12-06 10:54:36	2017-01-10 10:02:57
LABS	LABS-32	Tâche	2016-12-06 10:55:52	NULL	NULL	À faire	2016-12-06 10:55:52	2017-01-02 17:20:12
LABS	LABS-33	Sous-tâche	2016-12-06 11:01:36	NULL	NULL	En cours	2016-12-06 11:01:36	2016-12-20 15:15:37
BEA	BEA-1223	Bogue	2016-12-06 11:07:52	2016-12-06 11:07:58	0	Nouveau	2016-12-06 11:07:52	2016-12-23 16:06:26
BEA	BEA-1224	Story	2016-12-06 16:14:01	2016-12-06 16:21:38	0	Fermé	2016-12-06 16:14:01	2016-12-14 14:16:30
EXTR	EXTR-802	Bogue	2016-12-07 10:49:11	2016-12-07 11:27:29	0	Fermé	2016-12-07 10:49:11	2016-12-07 11:34:43
BEA	BEA-1225	Bogue	2016-12-07 11:43:04	2016-12-07 11:43:10	0	Testé	2016-12-07 11:43:04	2017-01-06 09:05:39
EXTR	EXTR-803	Story	2016-12-07 11:51:53	2016-12-07 11:59:12	0	Testé	2016-12-07 11:51:53	2017-02-15 09:29:36
ST	ST-17	Epic	2016-12-08 10:44:51	NULL	NULL	À faire	2016-12-08 10:44:51	2016-12-14 15:08:32
ST	ST-18	Epic	2016-12-08 10:46:45	NULL	NULL	À faire	2016-12-08 10:46:45	2016-12-28 09:43:12
EXTR	EXTR-804	Story	2016-12-08 12:19:28	2016-12-08 12:32:05	0	Fermé	2016-12-08 12:19:28	2016-12-20 14:10:35
BEA	BEA-1226	Story	2016-12-08 15:36:09	2016-12-08 15:42:02	0	Réalisé	2016-12-08 15:36:09	2017-02-24 09:01:53
EXTR	EXTR-805	Bogue	2016-12-09 09:20:47	2016-12-09 09:20:57	0	Testé	2016-12-09 09:20:47	2016-12-09 15:57:06
EXTR	EXTR-806	Bogue	2016-12-09 14:48:23	2016-12-09 15:51:24	0	Fermé	2016-12-09 14:48:23	2017-01-25 14:10:25
BEA	BEA-1227	Sous-tâche	2016-12-12 09:37:16	NULL	NULL	À faire	2016-12-12 09:37:16	2016-12-12 09:38:07
EXTR	EXTR-807	Bogue	2016-12-12 15:18:32	NULL	NULL	Nouveau	2016-12-12 15:18:32	2016-12-12 15:18:32
BEA	BEA-1228	Story	2016-12-13 11:03:47	2016-12-13 11:09:10	0	Fermé	2016-12-13 11:03:47	2017-02-07 11:26:40
EXTR	EXTR-808	Bogue	2016-12-14 10:13:49	NULL	NULL	Nouveau	2016-12-14 10:13:49	2016-12-14 10:13:49
BDL	BDL-15	Sous-tâche	2016-12-14 10:26:01	NULL	NULL	Fait	2016-12-14 10:26:01	2016-12-19 14:52:34
BEA	BEA-1229	Bogue	2016-12-14 11:16:03	2016-12-14 11:18:03	0	Vérifié	2016-12-14 11:16:03	2017-01-17 10:37:48
EXTR	EXTR-810	Story	2016-12-14 14:53:41	2016-12-16 12:01:11	2	Testé	2016-12-14 14:53:41	2017-02-10 12:00:25
BEA	BEA-1230	Story	2016-12-14 15:07:25	2016-12-14 15:07:31	0	En Affinage	2016-12-14 15:07:25	2016-12-14 15:07:31
BEA	BEA-1231	Story	2016-12-14 15:08:32	2016-12-14 15:08:44	0	En Affinage	2016-12-14 15:08:32	2017-01-27 11:07:56
BOA	BOA-1344	Bogue	2016-12-15 09:44:54	2016-12-16 09:02:42	1	Testé	2016-12-15 09:44:54	2017-02-10 13:38:05
EXTR	EXTR-811	Bogue	2016-12-15 13:40:39	2016-12-16 11:59:34	1	En Affinage	2016-12-15 13:40:39	2016-12-16 11:59:37
TAE	TAE-1	Epic	2016-12-15 14:25:52	NULL	NULL	À faire	2016-12-15 14:25:52	2016-12-15 15:40:32
TAE	TAE-2	Epic	2016-12-15 15:36:23	NULL	NULL	À faire	2016-12-15 15:36:23	2016-12-15 15:41:38
TAE	TAE-3	Epic	2016-12-15 15:37:25	NULL	NULL	À faire	2016-12-15 15:37:25	2016-12-16 09:39:35
TAE	TAE-4	Tâche	2016-12-15 15:38:49	NULL	NULL	À faire	2016-12-15 15:38:49	2016-12-15 15:38:49
TAE	TAE-5	Tâche	2016-12-15 15:40:32	NULL	NULL	À faire	2016-12-15 15:40:32	2016-12-15 15:54:00
TAE	TAE-6	Tâche	2016-12-15 15:41:38	NULL	NULL	À faire	2016-12-15 15:41:38	2016-12-15 15:41:38
TAE	TAE-7	Tâche	2016-12-15 17:27:46	NULL	NULL	In Progress	2016-12-15 17:27:46	2016-12-15 17:33:45
TAE	TAE-8	Sous-tâche	2016-12-15 17:29:29	NULL	NULL	À faire	2016-12-15 17:29:29	2017-01-19 15:30:19
TAE	TAE-9	Sous-tâche	2016-12-15 17:30:40	NULL	NULL	Fait	2016-12-15 17:30:40	2016-12-16 09:36:25
TAE	TAE-10	Sous-tâche	2016-12-15 17:31:15	NULL	NULL	Fait	2016-12-15 17:31:15	2017-01-19 16:27:25
TAE	TAE-11	Sous-tâche	2016-12-15 17:31:47	NULL	NULL	In Progress	2016-12-15 17:31:47	2017-01-19 15:28:17
TAE	TAE-12	Sous-tâche	2016-12-15 17:32:42	NULL	NULL	Fait	2016-12-15 17:32:42	2016-12-16 10:17:20
TAE	TAE-13	Sous-tâche	2016-12-15 17:33:04	NULL	NULL	À faire	2016-12-15 17:33:04	2017-01-19 15:29:32
TAE	TAE-14	Sous-tâche	2016-12-15 17:33:25	NULL	NULL	Fait	2016-12-15 17:33:25	2017-01-03 11:51:21
TAE	TAE-15	Tâche	2016-12-16 09:39:35	NULL	NULL	In Progress	2016-12-16 09:39:35	2016-12-16 09:42:34
TAE	TAE-16	Sous-tâche	2016-12-16 09:45:43	NULL	NULL	À faire	2016-12-16 09:45:43	2017-01-19 15:31:56
ST	ST-19	Epic	2016-12-16 10:15:15	NULL	NULL	Fait	2016-12-16 10:15:15	2017-02-06 09:21:15
BEA	BEA-1232	Story	2016-12-16 10:15:21	2016-12-16 10:21:17	0	Fermé	2016-12-16 10:15:21	2017-02-08 10:29:49
BEA	BEA-1233	Story	2016-12-16 10:52:07	2016-12-16 10:53:25	0	Testé	2016-12-16 10:52:07	2017-01-26 17:27:43
BOA	BOA-1345	Bogue	2016-12-16 11:14:57	2016-12-16 11:15:03	0	Fermé	2016-12-16 11:14:57	2016-12-16 11:27:38
EXTR	EXTR-836	Story	2016-12-16 13:37:44	2016-12-16 13:43:54	0	Testé	2016-12-16 13:37:44	2017-02-20 08:56:51
EXTR	EXTR-837	Sous-tâche	2016-12-16 13:41:56	NULL	NULL	Fait	2016-12-16 13:41:56	2017-02-09 13:43:50
EXTR	EXTR-838	Sous-tâche	2016-12-16 13:42:30	NULL	NULL	Fait	2016-12-16 13:42:30	2017-02-15 10:15:57
EXTR	EXTR-812	Story	2016-12-19 11:10:19	2016-12-19 11:10:36	0	Testé	2016-12-19 11:10:19	2017-01-25 15:33:03
BEA	BEA-1234	Sous-tâche	2016-12-19 11:28:38	NULL	NULL	Fait	2016-12-19 11:28:38	2016-12-29 10:02:37
BEA	BEA-1235	Sous-tâche	2016-12-19 11:29:44	NULL	NULL	Fait	2016-12-19 11:29:44	2016-12-29 10:02:38
BEA	BEA-1236	Sous-tâche	2016-12-19 11:29:57	NULL	NULL	Fait	2016-12-19 11:29:57	2016-12-29 10:02:38
BEA	BEA-1237	Sous-tâche	2016-12-19 11:30:09	NULL	NULL	Fait	2016-12-19 11:30:09	2016-12-29 10:02:39
EXTR	EXTR-813	Bogue	2016-12-19 11:30:31	2016-12-19 11:30:53	0	Testé	2016-12-19 11:30:31	2017-02-09 13:39:48
BOA	BOA-1350	Story	2016-12-19 18:04:31	2016-12-20 10:24:53	1	Réalisé	2016-12-19 18:04:31	2017-03-01 15:57:30
WEB	WEB-253	Bogue	2016-12-20 09:27:56	2016-12-20 09:28:21	0	Prêt	2016-12-20 09:27:56	2017-01-05 09:48:41
BOA	BOA-1351	Bogue	2016-12-20 15:09:46	NULL	NULL	Nouveau	2016-12-20 15:09:46	2016-12-20 15:09:46
LABS	LABS-34	Sous-tâche	2016-12-20 15:22:24	NULL	NULL	En cours	2016-12-20 15:22:24	2016-12-20 15:23:21
LABS	LABS-35	Tâche	2016-12-20 15:38:16	NULL	NULL	Fait	2016-12-20 15:38:16	2017-01-13 08:34:40
BEA	BEA-1238	Sous-tâche	2016-12-21 09:09:44	NULL	NULL	Fait	2016-12-21 09:09:44	2016-12-21 15:59:34
BI	BI-131	Bogue	2016-12-21 14:19:14	2016-12-21 14:19:20	0	Testé	2016-12-21 14:19:14	2017-02-07 15:26:06
BI	BI-132	Bogue	2016-12-21 14:21:08	2016-12-21 14:21:11	0	Testé	2016-12-21 14:21:08	2017-02-07 15:26:15
BI	BI-133	Story	2016-12-21 14:24:52	2016-12-21 14:24:55	0	Testé	2016-12-21 14:24:52	2017-02-07 15:26:32
BI	BI-134	Story	2016-12-21 14:40:11	2016-12-21 14:40:14	0	Publié	2016-12-21 14:40:11	2017-01-10 14:23:23
BI	BI-135	Bogue	2016-12-21 14:42:45	2016-12-21 14:42:48	0	Réalisé	2016-12-21 14:42:45	2017-02-16 11:52:37
BEA	BEA-1239	Bogue	2016-12-21 15:12:20	NULL	NULL	Nouveau	2016-12-21 15:12:20	2016-12-21 15:13:26
EXTR	EXTR-814	Bogue	2016-12-21 16:05:01	2016-12-22 10:45:40	1	Testé	2016-12-21 16:05:01	2017-02-22 15:14:05
BOA	BOA-1352	Bogue	2016-12-21 18:19:14	2016-12-21 18:19:18	0	Prêt	2016-12-21 18:19:14	2017-02-21 13:07:28
EXTR	EXTR-815	Bogue	2016-12-22 11:20:27	2016-12-22 13:22:55	0	Fermé	2016-12-22 11:20:27	2016-12-27 14:21:37
BEA	BEA-1240	Story	2016-12-22 12:02:23	2016-12-22 12:02:39	0	Vérifié	2016-12-22 12:02:23	2017-02-23 11:26:43
BOA	BOA-1357	Story	2016-12-22 13:43:58	2016-12-22 13:44:26	0	Prêt	2016-12-22 13:43:58	2017-02-14 12:21:02
EXTR	EXTR-817	Bogue	2016-12-22 14:32:56	2016-12-22 14:35:01	0	Testé	2016-12-22 14:32:56	2017-02-20 09:47:24
EXTR	EXTR-818	Bogue	2016-12-22 14:54:38	2017-01-02 11:43:45	11	En Affinage	2016-12-22 14:54:38	2017-02-07 15:48:36
SYR	SYR-76	Story	2016-12-22 15:42:59	2016-12-22 15:43:33	0	Fermé	2016-12-22 15:42:59	2017-02-14 11:20:46
BOA	BOA-1353	Story	2016-12-22 18:42:30	2016-12-22 18:42:33	0	En cours	2016-12-22 18:42:30	2017-02-15 17:23:36
BEA	BEA-1241	Story	2016-12-23 10:49:19	2017-02-06 17:44:24	45	Réalisé	2016-12-23 10:49:19	2017-03-02 14:01:42
LABS	LABS-36	Tâche	2016-12-23 17:50:15	NULL	NULL	En cours	2016-12-23 17:50:15	2017-01-13 09:19:41
EXTR	EXTR-820	Story	2016-12-27 10:27:30	2016-12-27 11:42:12	0	Prêt	2016-12-27 10:27:30	2017-02-22 16:35:49
BOA	BOA-1354	Bogue	2016-12-28 11:19:38	2016-12-28 11:19:44	0	Testé	2016-12-28 11:19:38	2017-02-21 10:20:22
WEB	WEB-255	Story	2016-12-28 11:53:27	2016-12-28 11:54:14	0	Réalisé	2016-12-28 11:53:27	2017-01-02 09:59:06
BEA	BEA-1242	Story	2016-12-28 14:45:28	2016-12-28 14:46:10	0	Testé	2016-12-28 14:45:28	2017-01-26 17:13:57
BEA	BEA-1243	Story	2016-12-29 11:26:06	2016-12-29 11:26:29	0	Publié	2016-12-29 11:26:06	2017-01-20 09:14:40
EXTR	EXTR-821	Story	2016-12-29 14:41:31	2017-02-09 13:34:29	42	En Affinage	2016-12-29 14:41:31	2017-02-09 13:34:29
WEB	WEB-256	Story	2016-12-29 14:42:20	2016-12-29 14:43:41	0	Prêt	2016-12-29 14:42:20	2017-02-15 09:08:04
BOA	BOA-1355	Story	2016-12-29 14:45:05	2016-12-29 14:45:08	0	Prêt	2016-12-29 14:45:05	2017-02-14 12:35:43
